"VCF0004","VCF0101","VCF0102","VCF0103","VCF0104","VCF0106A","VCF0110","VCF0111","VCF0112","VCF0113","VCF0114","VCF0115","VCF0116","VCF0118","VCF0127","VCF0128B","VCF0138","VCF0142","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148A","VCF0149","VCF0150","VCF0151","VCF0152","VCF0154B","VCF0702","VCF0704","VCF0704A","VCF0705","VCF0706","VCF0707","VCF0708","VCF9001","VCF9002","VCF9009","VCF9013","VCF9014","VCF9015","VCF9016","VCF9017","VCF9018","VCF9026","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030A","VCF9030B","VCF9030C","VCF9031","VCF9032","VCF9035","VCF9036","VCF9037","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9048","VCF9049","VCF9055"
1990,70,6,5,2,1,3,2,2,2,3,2,5,3,2,0,0,123,5,1,1,1,1,4,50,2,230,5,1,NA,NA,NA,NA,1,1,90,5,0,1,2,4,5,1,1,NA,2,NA,NA,7,2,2,2,1,NA,7,2,NA,2,1,1,4,8,3,1,12
1990,74,6,5,1,1,2,3,2,2,2,4,5,3,2,1,0,137,1,1,5,1,1,3,50,4,184,13,1,NA,NA,NA,NA,1,2,14,3,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,5,2,NA,NA,NA,NA,NA,5,3,2,21
1990,50,4,4,2,1,2,3,2,2,NA,2,1,1,2,0,0,133,1,2,3,1,1,3,10,2,220,4,2,NA,NA,NA,NA,NA,NA,90,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,1,2,1,NA,2,8,NA,NA,NA,NA,NA,3,3,1,21
1990,56,5,4,2,1,2,3,2,2,2,3,1,1,2,0,0,123,1,2,4,1,1,3,10,3,230,8,2,NA,NA,NA,NA,NA,NA,12,1,2,1,2,4,1,2,5,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,5,1,1,5,1,3,1,21
1990,77,7,5,2,1,2,3,2,2,2,6,7,4,2,7,0,133,5,1,5,4,4,1,70,6,NA,NA,1,NA,NA,NA,NA,1,2,90,5,0,1,1,2,3,2,2,NA,2,NA,NA,2,1,2,1,5,NA,7,8,NA,2,2,4,2,1,2,2,21
1990,38,3,3,2,1,3,3,2,2,1,6,7,4,2,1,4,133,1,2,3,1,1,4,75,6,148,NA,2,NA,NA,NA,NA,NA,NA,30,1,2,2,3,2,1,1,2,NA,NA,NA,NA,7,2,2,2,5,NA,3,8,NA,2,2,4,4,3,3,1,21
1990,31,2,2,2,5,2,2,1,2,1,6,7,4,2,3,3,182,5,2,2,3,3,4,70,6,400,NA,2,NA,NA,NA,NA,NA,NA,6,1,0,1,2,1,1,8,1,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,3,2,3,2,8,3,1,12
1990,50,4,4,2,1,2,3,3,1,1,NA,6,2,2,1,0,144,1,1,2,0,NA,6,60,NA,124,NA,2,NA,NA,NA,NA,NA,NA,90,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,8,3,1,14
1990,67,6,5,1,1,1,3,3,1,2,3,5,3,2,1,0,144,1,1,1,1,1,3,50,3,128,10,1,NA,NA,NA,NA,1,1,90,3,2,2,2,2,8,4,1,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,1,2,2,4,3,3,1,14
1990,68,6,5,2,1,3,2,3,1,4,2,5,3,2,4,0,146,1,1,1,6,6,2,50,2,503,4,1,NA,NA,NA,NA,1,1,44,5,4,1,2,2,2,2,2,NA,1,NA,NA,1,1,1,2,1,NA,7,2,NA,2,2,3,3,1,2,2,12
1990,71,6,5,2,1,2,2,3,1,1,2,5,3,2,1,0,141,1,1,5,1,1,3,50,2,135,4,1,NA,NA,NA,NA,1,1,53,5,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,1,5,NA,7,2,NA,NA,NA,NA,NA,5,3,1,12
1990,54,4,4,1,2,1,2,3,1,NA,3,6,2,2,2,0,141,1,2,3,1,1,4,60,3,257,11,1,NA,NA,NA,NA,1,2,14,3,1,1,5,2,1,1,1,NA,1,NA,NA,7,2,2,2,5,NA,4,8,NA,1,5,5,1,1,3,1,12
1990,32,2,2,2,2,2,2,3,1,NA,6,7,4,2,2,5,141,1,2,2,1,1,4,70,6,231,NA,2,NA,NA,NA,NA,NA,NA,0,1,4,1,2,3,1,1,3,NA,NA,NA,NA,7,2,2,2,5,NA,1,8,NA,1,2,3,2,3,3,2,12
1990,79,7,5,2,2,1,3,3,1,1,5,5,3,2,1,0,144,1,2,5,2,2,4,50,5,149,9,2,NA,NA,NA,NA,NA,NA,50,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,2,1,14
1990,21,1,2,2,2,2,3,3,1,1,6,7,4,2,1,3,144,1,2,2,4,4,1,70,6,149,NA,2,NA,NA,NA,NA,NA,NA,90,1,5,1,5,1,5,5,1,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,1,5,5,1,1,3,1,14
1990,36,3,3,2,2,2,3,3,1,3,3,1,1,2,1,4,144,1,1,1,1,1,3,10,3,124,8,2,NA,NA,NA,NA,NA,NA,90,1,4,1,2,1,4,2,1,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,4,2,5,5,3,2,1,14
1990,26,2,2,2,2,2,3,3,1,1,3,4,2,2,1,2,144,1,1,4,4,4,2,40,3,199,8,2,NA,NA,NA,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,1,3,1,14
1990,40,3,3,1,3,4,3,1,2,2,5,1,1,2,7,0,122,1,1,1,1,1,3,10,5,NA,9,1,NA,NA,NA,NA,1,NA,9,1,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,2,2,2,5,NA,0,2,NA,NA,NA,NA,NA,3,3,3,85
1990,27,2,2,1,1,2,1,2,2,3,3,1,1,2,1,0,122,1,1,3,1,1,3,10,3,221,11,2,NA,NA,NA,NA,NA,NA,27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,2,8,NA,NA,NA,NA,NA,8,2,2,21
1990,33,2,3,1,1,2,1,2,2,3,3,1,1,1,3,1,122,1,1,1,4,4,1,10,3,400,10,1,NA,NA,NA,NA,1,1,33,2,5,1,5,1,5,5,2,NA,1,NA,NA,1,1,1,2,5,NA,7,2,NA,1,5,5,2,3,1,1,21
1990,73,6,5,2,1,2,3,3,1,1,3,5,3,2,1,0,154,1,1,5,1,1,4,50,3,135,8,1,NA,NA,NA,NA,1,1,56,4,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,3,3,1,12
1990,77,7,5,2,1,1,3,3,1,1,3,5,3,2,1,0,154,1,1,5,4,4,1,50,3,148,8,1,NA,NA,NA,NA,1,1,45,3,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,2,1,5,NA,7,4,NA,NA,NA,NA,NA,3,3,1,12
1990,75,7,5,2,1,3,3,3,1,3,1,5,3,2,0,0,154,1,2,5,4,4,2,50,1,290,1,2,NA,NA,NA,NA,NA,NA,30,1,1,2,1,4,3,2,4,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,4,1,1,4,5,3,1,12
1990,36,3,3,2,1,2,3,3,1,3,6,7,4,2,0,3,154,1,1,1,1,1,3,70,3,150,NA,2,NA,NA,NA,NA,NA,NA,90,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,3,2,1,12
1990,45,4,3,2,1,2,1,2,2,3,1,1,1,2,0,0,122,1,1,3,4,4,1,10,1,230,1,1,NA,NA,NA,NA,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,5,2,NA,NA,NA,NA,NA,3,3,1,21
1990,19,1,2,2,1,2,1,2,2,1,3,1,1,2,7,0,123,1,2,2,1,1,3,10,3,NA,8,2,NA,NA,NA,NA,NA,NA,14,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,1,4,NA,NA,NA,NA,NA,3,3,1,21
1990,79,7,5,2,1,1,3,2,2,2,6,7,4,2,1,0,133,5,1,1,4,4,2,70,6,221,NA,1,NA,NA,NA,NA,1,1,56,5,4,1,2,5,2,1,1,NA,1,NA,NA,7,2,2,2,5,NA,7,4,NA,2,1,2,5,1,2,2,21
1990,67,6,5,1,1,1,3,2,2,3,2,1,1,2,3,0,133,1,1,5,6,6,1,10,2,400,4,1,NA,NA,NA,NA,1,1,12,3,5,1,2,4,5,1,1,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,2,1,2,2,1,3,2,21
1990,18,1,2,1,1,2,3,2,2,1,3,1,1,2,3,0,133,1,2,2,1,1,3,18,3,400,12,2,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,5,8,NA,NA,NA,NA,NA,3,2,1,21
1990,53,4,4,2,1,2,2,3,1,2,3,1,1,2,1,0,124,5,2,1,1,1,3,10,3,182,8,2,NA,NA,NA,NA,NA,NA,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,3,3,1,85
1990,18,1,2,1,1,2,2,3,1,2,NA,8,5,2,0,0,143,1,1,2,1,1,4,80,NA,230,NA,2,NA,NA,NA,NA,NA,NA,18,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,3,8,NA,NA,NA,NA,NA,3,1,2,85
1990,34,2,3,2,1,2,3,2,2,4,2,1,1,2,3,2,132,1,1,1,1,1,3,17,2,400,4,1,NA,NA,NA,NA,2,2,90,1,2,2,2,2,2,3,4,NA,2,NA,NA,7,2,2,2,5,NA,3,4,NA,5,1,2,4,3,3,2,21
1990,62,5,4,2,1,1,3,2,2,1,3,6,2,2,0,0,132,5,2,3,1,1,3,60,3,220,8,2,NA,NA,NA,NA,NA,NA,90,3,5,1,1,1,3,8,1,NA,1,NA,NA,7,2,2,2,5,NA,7,8,NA,2,1,1,2,1,3,1,21
1990,35,3,3,1,1,4,3,3,1,4,1,1,1,2,1,3,147,1,1,1,4,4,2,10,1,135,1,2,NA,NA,NA,NA,NA,NA,0,1,4,1,4,4,3,4,4,NA,NA,NA,NA,7,2,2,2,5,NA,3,2,NA,2,4,4,2,5,2,3,21
1990,43,3,3,2,4,1,3,3,1,1,3,1,1,2,1,0,147,1,2,1,1,1,3,10,3,199,11,2,NA,NA,NA,NA,NA,NA,90,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,3,3,1,21
1990,75,7,5,2,1,2,2,3,2,3,6,7,4,1,0,0,152,1,1,5,4,4,2,70,6,230,NA,1,NA,NA,NA,NA,1,NA,33,5,4,2,4,2,3,2,2,NA,1,NA,NA,7,2,2,2,5,NA,2,2,NA,4,2,3,4,1,3,2,81
1990,77,7,5,1,1,1,2,1,2,2,3,5,3,2,3,0,114,5,1,1,4,4,1,50,3,400,11,2,NA,NA,NA,NA,NA,NA,90,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,3,1,1,82
1990,21,1,2,2,1,2,3,2,2,2,3,2,2,2,1,4,132,1,2,1,4,4,1,20,3,182,8,2,NA,NA,NA,NA,NA,NA,90,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,3,8,NA,NA,NA,NA,NA,1,3,1,21
1990,24,1,2,2,1,3,2,1,2,4,1,1,1,2,3,2,114,1,1,1,4,4,1,10,1,400,3,2,NA,NA,NA,NA,NA,NA,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,5,3,1,82
1990,74,6,5,2,1,2,2,2,2,3,2,5,3,2,7,0,125,5,2,5,4,4,1,50,2,NA,5,1,NA,NA,NA,NA,1,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,2,5,NA,7,2,NA,NA,NA,NA,NA,1,3,2,85
1990,47,4,3,1,2,4,2,2,2,5,1,1,1,1,1,1,121,1,1,1,6,6,1,10,1,135,1,1,NA,NA,NA,NA,2,NA,5,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,1,2,1,85
1990,77,7,5,2,2,1,2,3,1,NA,3,5,3,2,7,1,141,1,2,5,NA,NA,5,50,3,NA,11,2,NA,NA,NA,NA,NA,NA,55,1,0,8,8,1,8,8,8,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,3,8,2,2,8,8,8,12
1990,47,4,3,2,2,2,1,3,1,1,3,1,1,2,2,2,143,1,2,3,1,1,3,10,3,233,8,1,NA,NA,NA,NA,NA,NA,15,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,3,3,1,85
1990,66,6,5,2,1,4,1,3,1,4,2,5,3,2,0,0,131,1,1,5,4,4,1,50,2,230,5,2,NA,NA,NA,NA,NA,NA,10,1,5,1,2,2,5,4,2,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,2,2,3,2,1,3,1,24
1990,34,2,3,2,1,2,2,3,1,1,3,1,1,2,1,1,144,1,2,3,1,1,4,10,3,269,8,2,NA,NA,NA,NA,NA,NA,6,1,5,2,2,4,2,1,4,NA,NA,NA,NA,7,2,2,2,5,NA,5,2,NA,4,1,2,4,5,3,2,85
1990,18,1,2,1,1,2,3,2,2,1,4,1,1,1,0,0,133,1,2,2,1,1,4,18,4,220,13,1,NA,NA,NA,NA,1,1,0,1,4,1,2,4,2,2,2,NA,NA,NA,NA,1,1,1,2,5,NA,3,2,NA,1,2,1,5,5,3,1,21
1990,24,1,2,2,1,3,3,2,2,1,3,1,1,2,0,0,133,1,2,2,1,1,3,10,3,229,8,2,NA,NA,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,1,8,NA,NA,NA,NA,NA,5,2,1,21
1990,38,3,3,2,1,3,3,2,2,3,3,1,1,2,3,3,133,1,1,1,1,1,4,10,3,400,11,1,NA,NA,NA,NA,1,NA,33,3,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,5,2,NA,NA,NA,NA,NA,5,2,8,21
1990,27,2,2,2,1,4,3,2,2,3,1,1,1,2,3,1,133,1,1,4,1,1,4,17,1,400,1,1,NA,NA,NA,NA,1,1,18,1,1,1,4,5,3,3,4,NA,1,NA,NA,3,1,1,1,5,NA,7,8,NA,4,4,4,4,5,3,2,21
1990,18,1,2,2,1,2,1,2,2,3,2,4,2,2,3,1,131,1,2,7,1,1,4,40,2,400,4,2,NA,NA,NA,NA,NA,NA,12,1,2,1,3,4,3,5,4,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,4,2,4,3,3,3,2,12
1990,19,1,2,1,1,3,1,2,2,3,3,1,1,2,0,0,131,1,1,2,4,4,2,18,3,230,8,1,NA,NA,NA,NA,1,1,90,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,1,2,NA,NA,NA,NA,NA,3,3,1,12
1990,74,6,5,2,1,2,1,4,2,2,2,5,3,2,3,0,113,5,1,1,3,3,3,50,2,400,4,2,NA,NA,NA,NA,NA,NA,20,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,NA,7,2,NA,NA,NA,NA,NA,1,2,1,85
1990,42,3,3,2,1,4,2,4,2,4,2,1,1,2,0,0,134,1,2,1,4,4,1,10,2,110,4,2,NA,NA,NA,NA,NA,NA,0,1,1,2,5,2,4,3,2,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,4,2,3,3,3,2,2,85
1990,28,2,2,1,1,3,2,1,2,NA,4,1,1,2,7,1,114,1,2,7,1,1,3,10,4,NA,13,1,NA,NA,NA,NA,1,NA,25,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,1,5,NA,7,4,NA,NA,NA,NA,NA,3,2,1,82
1990,21,1,2,2,5,2,2,3,1,3,5,1,1,2,1,4,143,1,1,4,4,4,1,10,5,304,9,2,NA,NA,NA,NA,NA,NA,13,1,5,2,5,2,2,2,4,NA,NA,NA,NA,7,2,2,2,5,NA,1,8,NA,5,4,5,1,1,3,1,85
1990,80,7,5,1,1,1,2,3,1,3,2,5,3,1,1,0,144,1,1,1,1,1,3,50,2,135,5,1,NA,NA,NA,NA,2,NA,71,4,2,1,1,4,1,5,1,NA,1,NA,NA,3,1,1,1,5,NA,0,4,NA,2,1,1,2,1,3,1,85
1990,71,6,5,2,2,1,1,3,1,1,5,5,3,2,0,0,144,1,2,5,4,4,2,50,5,150,9,2,NA,NA,NA,NA,NA,NA,42,2,5,5,2,5,5,2,5,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,1,2,2,1,1,2,1,85
1990,71,6,5,2,2,2,2,3,1,1,3,5,3,2,1,0,141,1,2,5,1,1,4,50,3,120,11,1,NA,NA,NA,NA,1,1,36,5,4,1,2,4,4,5,4,NA,1,NA,NA,7,2,2,2,5,NA,7,8,NA,1,2,2,3,3,3,1,12
1990,23,1,2,1,1,2,2,3,1,4,5,1,1,1,1,1,147,1,1,1,3,3,3,10,5,135,9,2,NA,NA,NA,NA,NA,NA,21,1,4,2,4,5,4,4,4,NA,NA,NA,NA,7,2,2,2,5,NA,3,8,NA,4,2,1,4,3,1,1,12
1990,42,3,3,2,1,4,2,3,1,3,1,1,1,2,1,0,154,1,1,2,4,4,1,18,1,135,2,2,NA,NA,NA,NA,NA,NA,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,3,3,1,12
1990,23,1,2,1,1,3,2,1,2,1,3,1,1,2,0,0,123,1,2,2,1,1,3,10,3,290,8,2,NA,NA,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,2,1,82
1990,28,2,2,1,1,4,1,1,2,3,1,1,1,2,3,0,113,1,2,1,4,4,1,10,1,400,2,2,NA,NA,NA,NA,NA,NA,2,1,2,1,4,4,4,4,2,NA,2,NA,NA,7,2,2,2,5,NA,3,2,NA,2,3,4,3,3,3,2,82
1990,48,4,3,2,1,2,2,3,1,4,2,1,1,2,1,0,154,1,1,1,4,4,1,10,2,135,4,2,NA,NA,NA,NA,NA,NA,4,1,4,1,1,1,1,1,2,NA,NA,NA,NA,2,1,2,1,1,NA,4,8,NA,5,1,1,4,3,3,2,85
1990,27,2,2,1,1,4,2,3,1,3,3,4,2,2,1,0,143,1,2,1,3,3,3,40,3,135,10,1,NA,NA,NA,NA,NA,NA,90,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,4,8,NA,NA,NA,NA,NA,5,2,1,85
1990,30,2,2,1,1,2,2,3,1,3,1,1,1,2,7,0,124,1,2,1,4,4,2,10,1,NA,1,2,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,1,3,1,85
1990,70,6,5,2,1,2,2,3,1,1,6,7,4,2,1,0,141,1,1,5,4,4,1,70,6,128,NA,2,NA,NA,NA,NA,NA,NA,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,3,2,1,85
1990,31,2,2,1,1,3,3,2,2,4,5,1,1,2,0,2,132,1,2,1,3,3,3,10,5,230,9,2,NA,NA,NA,NA,NA,NA,6,1,2,1,4,2,5,4,2,NA,NA,NA,NA,7,2,2,2,5,NA,4,2,NA,4,2,2,4,5,2,1,21
1990,48,4,3,1,1,2,3,2,2,3,3,1,1,2,1,4,132,1,1,1,1,1,3,10,3,250,11,1,NA,NA,NA,NA,2,1,90,2,1,3,3,3,3,1,3,NA,2,NA,NA,7,2,2,2,5,NA,4,2,NA,4,3,3,3,1,2,1,21
1990,31,2,2,1,1,2,3,2,2,3,3,1,1,2,7,2,132,1,1,3,1,1,3,10,3,NA,11,2,NA,NA,NA,NA,NA,NA,90,1,4,2,3,4,4,3,4,NA,NA,NA,NA,7,2,2,2,5,NA,0,4,NA,3,2,2,3,3,3,2,21
1990,91,7,6,1,1,1,2,1,2,NA,4,5,3,1,3,0,351,5,1,5,1,1,3,50,4,400,13,2,NA,NA,NA,NA,NA,NA,78,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,3,2,NA,NA,NA,NA,NA,5,8,1,82
1990,62,5,4,2,1,2,2,1,2,2,6,7,4,2,0,0,114,1,2,5,4,4,1,70,6,270,NA,1,NA,NA,NA,NA,NA,NA,63,1,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,1,3,1,82
1990,24,1,2,2,1,2,3,3,1,4,2,1,1,1,5,1,171,1,1,3,1,1,3,10,2,301,4,2,NA,NA,NA,NA,NA,NA,9,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,2,1,12
1990,67,6,5,2,1,2,3,3,1,NA,2,1,1,2,1,0,154,1,1,1,4,4,1,10,2,292,5,2,NA,NA,NA,NA,NA,NA,39,4,4,1,1,4,3,3,3,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,2,2,2,3,3,3,1,12
1990,65,6,5,2,1,2,2,2,2,2,2,5,3,2,0,0,121,1,2,5,4,4,1,50,2,230,5,1,NA,NA,NA,NA,1,NA,15,1,5,2,4,5,3,4,4,NA,1,NA,NA,7,2,2,2,5,NA,2,8,NA,4,3,2,4,3,2,1,85
1990,77,7,5,2,1,4,2,2,2,2,2,5,3,2,0,0,131,1,2,5,4,4,1,50,2,150,5,1,NA,NA,NA,NA,1,NA,18,3,5,2,2,2,4,2,2,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,2,2,4,2,3,2,1,85
1990,81,7,6,1,1,2,2,2,2,2,1,5,3,1,3,0,125,1,2,5,4,4,1,51,1,400,3,1,NA,NA,NA,NA,1,NA,17,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,2,1,5,NA,7,2,NA,NA,NA,NA,NA,1,3,2,85
1990,68,6,5,2,4,3,2,3,1,3,1,5,3,2,1,0,154,1,1,1,4,4,2,50,1,184,2,2,NA,NA,NA,NA,NA,NA,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,5,2,1,12
1990,37,3,3,2,1,2,2,3,1,1,3,1,1,2,1,4,143,1,2,4,1,1,4,10,3,135,8,2,NA,NA,NA,NA,NA,NA,37,1,4,1,2,1,4,4,1,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,4,2,2,5,3,2,1,85
1990,58,5,4,1,1,2,2,3,1,4,3,1,1,2,1,0,122,1,1,1,1,1,3,10,3,250,10,1,NA,NA,NA,NA,2,NA,18,3,2,1,1,1,4,2,2,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,2,2,4,3,1,2,2,85
1990,73,6,5,2,1,1,3,2,2,NA,1,5,3,2,0,0,133,1,2,5,NA,NA,6,50,1,20,1,2,NA,NA,NA,NA,NA,NA,6,2,2,2,2,3,2,3,3,NA,NA,NA,NA,1,1,1,2,5,NA,7,8,NA,2,2,2,4,5,2,1,21
1990,55,5,4,1,1,3,3,2,2,3,3,6,2,1,1,0,133,1,1,1,4,4,1,60,3,292,8,1,NA,NA,NA,NA,1,1,7,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,5,2,2,21
1990,49,4,4,1,1,2,3,2,2,4,3,1,1,1,3,1,133,1,1,1,4,4,1,10,3,400,12,1,NA,NA,NA,NA,1,1,12,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,0,2,NA,NA,NA,NA,NA,1,3,2,21
1990,34,2,3,1,2,3,1,3,1,4,3,4,2,2,1,0,141,1,2,2,1,1,3,40,3,135,12,2,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,3,4,NA,NA,NA,NA,NA,5,2,1,12
1990,41,3,3,2,2,2,1,3,1,1,3,2,2,2,0,0,141,1,2,4,4,4,1,20,3,230,6,2,NA,NA,NA,NA,NA,NA,90,1,5,2,1,2,4,1,2,NA,NA,NA,NA,7,2,2,2,5,NA,2,8,NA,1,5,5,1,5,1,1,12
1990,38,3,3,2,1,4,1,3,1,2,2,1,1,2,7,0,113,1,1,2,4,4,1,10,2,NA,4,1,NA,NA,NA,NA,1,NA,35,5,5,1,4,5,5,5,2,NA,1,NA,NA,7,2,2,2,5,NA,5,2,NA,1,3,2,4,3,2,2,24
1990,23,1,2,2,1,4,2,2,2,5,1,1,1,2,3,0,123,1,1,2,4,4,1,10,1,400,2,1,NA,NA,NA,NA,2,2,23,4,4,1,1,3,3,2,4,NA,2,NA,NA,5,1,NA,NA,1,NA,1,2,NA,3,2,1,5,1,2,2,12
1990,30,2,2,1,1,4,2,2,2,4,1,1,1,2,3,3,123,1,1,1,4,4,2,10,1,400,2,1,NA,NA,NA,NA,2,2,8,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,5,2,3,12
1990,60,5,4,1,5,2,2,2,2,4,1,1,1,2,1,0,259,5,1,1,1,1,3,10,1,135,1,1,NA,NA,NA,NA,2,NA,26,4,1,1,1,2,4,3,2,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,4,1,2,4,1,2,1,81
1990,51,4,4,1,1,2,2,2,2,4,1,1,1,2,7,0,152,1,1,1,4,4,1,10,1,NA,1,2,NA,NA,NA,NA,NA,NA,23,4,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,3,2,NA,NA,NA,NA,NA,5,2,2,81
1990,40,3,3,2,1,3,2,4,2,4,2,1,1,2,1,1,171,1,1,1,4,4,1,10,2,20,5,1,NA,NA,NA,NA,2,NA,11,3,5,1,1,5,3,2,5,NA,2,NA,NA,3,1,1,1,5,NA,4,2,NA,4,1,2,4,1,2,2,85
1990,50,4,4,1,1,4,2,4,2,3,1,4,2,2,0,0,112,1,1,3,6,6,1,40,1,10,1,1,NA,NA,NA,NA,NA,NA,5,2,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,5,2,NA,NA,NA,NA,NA,5,2,2,85
1990,24,1,2,1,1,4,2,4,2,4,2,1,1,2,7,0,181,5,1,1,4,4,1,10,2,NA,4,1,NA,NA,NA,NA,1,1,5,1,4,3,2,4,3,3,4,NA,1,NA,NA,2,1,2,1,5,NA,7,2,NA,4,1,2,4,3,1,1,21
